Frame,YOLO_ms,Lane_ms,BEV_ms,Total_ms,FPS
1855,19.0,27.25,3.95,51.27,19.51
1856,18.03,27.23,2.21,48.38,20.67
1857,19.28,27.91,2.66,50.9,19.64
1858,18.28,27.67,1.95,48.72,20.52
1859,18.0,26.06,2.33,47.3,21.14
1860,17.74,25.15,2.11,45.95,21.76
1861,22.11,28.99,2.69,54.88,18.22
1862,19.11,27.75,2.33,50.17,19.93
1863,17.97,26.9,2.33,48.2,20.75
1864,17.65,26.39,2.45,47.58,21.02
1865,18.43,25.78,2.81,48.24,20.73
1866,19.44,30.16,2.73,53.47,18.7
1867,20.82,26.89,2.54,52.26,19.13
1868,17.38,33.7,3.49,56.05,17.84
1869,21.56,26.63,2.35,51.51,19.41
1870,19.84,27.71,3.26,52.1,19.19
1871,20.2,26.91,2.61,50.77,19.7
1872,17.8,25.7,2.3,46.78,21.38
1873,21.13,29.83,2.59,54.61,18.31
1874,18.71,28.08,2.07,49.78,20.09
1875,19.87,26.02,2.18,49.06,20.38
1876,17.79,25.76,2.27,46.8,21.37
1877,20.39,29.32,2.02,52.6,19.01
1878,18.06,26.88,1.73,47.43,21.08
1879,19.61,27.04,2.13,49.66,20.14
1880,17.33,25.52,2.05,45.76,21.85
1881,19.64,29.06,2.02,51.53,19.41
1882,17.83,35.4,3.56,58.27,17.16
1883,18.45,26.9,2.08,48.26,20.72
1884,18.34,26.32,1.73,47.15,21.21
1885,18.84,28.88,1.64,50.1,19.96
1886,17.46,27.36,1.7,47.27,21.16
1887,12.52,25.81,1.45,140.21,7.13
1888,17.18,30.71,1.57,50.22,19.91
1889,19.3,29.42,1.27,52.05,19.21
1890,17.42,27.83,1.44,47.37,21.11
1891,18.83,26.98,1.53,48.16,20.76
1892,17.76,26.51,1.49,46.43,21.54
1893,20.4,29.91,1.44,52.42,19.07
1894,17.57,26.34,1.22,45.71,21.88
1895,19.28,38.61,1.38,59.94,16.68
1896,16.99,27.71,1.57,46.97,21.29
1897,20.2,28.61,1.35,50.76,19.7
1898,17.27,27.13,1.21,46.19,21.65
1899,17.14,25.39,1.34,44.47,22.49
1900,16.9,27.06,2.0,46.68,21.42
1901,17.11,28.56,1.24,47.51,21.05
1902,18.35,25.82,1.04,45.74,21.86
1903,16.58,25.7,0.92,43.72,22.87
1904,16.74,25.99,1.23,44.53,22.46
1905,19.22,27.79,1.19,48.81,20.49
1906,17.6,26.5,1.06,45.68,21.89
1907,18.5,26.18,1.27,46.54,21.49
1908,16.65,25.5,1.03,43.72,22.87
1909,19.72,29.07,1.07,50.39,19.84
1910,31.49,26.38,1.05,59.46,16.82
1911,16.75,27.26,1.1,45.64,21.91
1912,16.4,25.78,1.08,43.92,22.77
1913,19.63,28.26,1.09,49.56,20.18
1914,17.43,30.1,1.08,49.12,20.36
1915,17.27,26.98,1.08,45.85,21.81
1916,18.0,27.79,1.08,47.41,21.09
1917,20.08,29.88,0.98,51.46,19.43
1918,17.03,26.79,0.99,45.34,22.05
1919,17.74,26.43,1.16,45.87,21.8
1920,16.11,26.34,1.11,44.06,22.7
1921,20.08,28.15,1.09,49.84,20.07
1922,16.97,25.73,1.02,44.26,22.6
1923,16.32,25.45,0.97,43.27,23.11
1924,19.22,26.31,1.64,48.02,20.82
1925,17.21,29.22,1.09,48.09,20.79
1926,18.19,25.93,1.28,46.01,21.73
1927,18.92,27.34,1.09,47.97,20.85
1928,17.61,26.63,1.1,45.89,21.79
1929,19.04,34.28,0.98,54.8,18.25
1930,16.78,27.72,0.82,45.78,21.84
1931,18.42,26.65,0.98,46.55,21.48
1932,15.95,25.55,0.84,42.75,23.39
1933,17.0,30.05,0.77,48.24,20.73
1934,16.59,27.49,0.95,45.53,21.97
1935,17.95,27.62,0.83,46.82,21.36
1936,16.58,28.11,0.86,46.01,21.73
1937,17.56,31.92,0.87,50.8,19.69
1938,16.59,27.96,0.82,45.89,21.79
1939,17.91,38.95,0.95,58.26,17.16
1940,16.2,26.87,0.81,44.37,22.54
1941,19.07,27.52,0.78,47.8,20.92
1942,16.14,28.89,0.84,46.31,21.6
1943,17.73,42.57,1.73,62.78,15.93
1944,21.3,47.42,1.43,70.93,14.1
1945,26.98,38.48,1.24,67.37,14.84
1946,18.43,45.7,1.34,66.12,15.12
1947,31.78,38.35,1.31,72.16,13.86
1948,16.47,41.8,1.62,60.67,16.48
1949,32.02,51.6,1.32,85.6,11.68
1950,32.09,46.14,1.43,80.4,12.44
1951,27.49,37.26,1.24,66.64,15.01
1952,29.58,40.55,1.29,72.09,13.87
1953,32.61,41.27,1.35,75.97,13.16
1954,34.9,37.2,1.27,74.08,13.5
1955,16.26,38.77,1.41,57.17,17.49
1956,31.85,37.9,1.24,71.68,13.95
1957,18.54,47.95,2.29,69.46,14.4
1958,38.91,41.82,1.31,82.8,12.08
1959,32.36,37.89,1.19,72.15,13.86
1960,29.02,53.06,1.27,84.01,11.9
1961,31.87,47.58,1.61,81.83,12.22
1962,18.1,38.36,1.31,58.43,17.11
1963,28.89,38.06,1.49,69.19,14.45
1964,19.75,45.06,1.12,67.42,14.83
1965,32.22,39.32,0.93,73.09,13.68
1966,21.1,43.45,1.08,66.26,15.09
1967,34.43,38.11,1.03,74.19,13.48
1968,18.53,26.33,0.64,45.9,21.79
1969,17.31,28.2,0.66,46.55,21.48
1970,18.0,27.45,0.74,46.56,21.48
1971,25.41,30.54,0.75,57.07,17.52
1972,19.63,30.59,0.82,51.44,19.44
1973,16.13,28.93,0.67,46.15,21.67
1974,19.76,29.7,0.86,50.72,19.72
1975,17.02,26.02,0.65,44.07,22.69
1976,18.64,27.48,0.66,47.12,21.22
1977,17.05,29.82,0.72,48.06,20.81
1978,19.87,27.76,0.75,48.73,20.52
1979,16.64,25.74,0.77,43.51,22.98
1980,17.82,26.82,0.81,45.85,21.81
1981,16.3,28.85,0.71,46.24,21.63
1982,18.95,29.99,0.71,50.03,19.99
1983,16.28,27.88,0.65,45.21,22.12
1984,21.96,25.86,0.77,48.96,20.43
1985,16.28,28.62,0.74,46.02,21.73
1986,20.18,28.59,0.81,49.97,20.01
1987,17.86,29.09,0.7,48.04,20.81
1988,21.51,27.99,0.71,50.57,19.77
1989,16.87,28.37,0.62,46.25,21.62
1990,16.42,26.49,0.62,43.91,22.77
1991,17.49,26.31,0.62,44.8,22.32
1992,19.31,28.19,0.64,48.54,20.6
1993,16.52,28.05,0.65,45.6,21.93
1994,17.69,27.68,0.68,46.4,21.55
1995,16.3,25.75,0.62,43.03,23.24
1996,17.85,27.49,0.92,46.97,21.29
1997,15.6,25.76,0.68,42.38,23.6
1998,15.94,31.51,0.66,48.5,20.62
1999,16.5,28.48,0.74,46.1,21.69
2000,18.1,35.9,1.04,55.69,17.96
2001,16.77,27.23,0.69,45.15,22.15
2002,16.55,27.07,0.78,44.76,22.34
2003,16.36,52.15,0.76,69.66,14.36
2004,17.06,32.07,0.71,50.22,19.91
2005,17.17,26.54,0.62,44.76,22.34
2006,17.61,25.59,0.65,44.21,22.62
2007,16.84,31.12,0.69,49.02,20.4
2008,17.45,29.26,0.69,47.76,20.94
2009,16.44,26.07,0.63,43.5,22.99
2010,16.65,28.48,0.65,46.16,21.66
2011,17.63,29.51,0.66,48.17,20.76
2012,17.91,29.05,0.66,47.98,20.84
2013,16.38,25.88,0.67,43.33,23.08
2014,15.34,28.3,0.29,44.44,22.5
2015,15.59,28.38,0.26,44.47,22.49
2016,18.0,29.95,0.24,48.42,20.65
2017,14.89,25.36,0.21,40.69,24.57
2018,15.44,24.22,0.21,40.09,24.94
2019,14.54,27.43,0.24,42.46,23.55
2020,16.78,29.94,0.24,47.18,21.19
2021,14.99,24.85,0.21,40.3,24.82
2022,16.92,26.26,0.64,44.19,22.63
2023,16.37,28.9,0.66,46.3,21.6
2024,20.06,28.79,0.85,50.06,19.98
2025,16.69,25.31,0.63,42.99,23.26
2026,14.87,24.45,0.21,39.76,25.15
2027,16.08,28.3,0.66,45.38,22.04
2028,19.66,29.89,0.66,50.67,19.74
2029,17.02,26.86,0.71,44.99,22.23
2030,16.89,28.16,0.22,45.53,21.96
2031,15.34,27.03,0.22,42.83,23.35
2032,17.34,27.76,0.61,46.06,21.71
2033,16.45,25.41,0.55,42.76,23.39
2034,16.22,26.28,0.59,43.45,23.02
2035,16.14,27.44,0.54,44.45,22.49
2036,17.98,27.26,0.62,46.2,21.65
2037,16.4,25.23,0.58,42.6,23.48
2038,16.94,25.54,0.58,43.42,23.03
2039,15.77,27.43,0.61,44.18,22.63
2040,16.49,23.75,0.22,40.7,24.57
2041,14.95,24.04,0.2,39.43,25.36
2042,15.62,24.42,0.19,40.44,24.73
2043,14.42,25.68,0.2,40.55,24.66
2044,19.77,26.47,0.2,46.67,21.43
2045,15.06,31.27,0.29,47.08,21.24
2046,15.72,25.37,0.21,41.55,24.07
2047,15.67,26.84,0.2,42.92,23.3
2048,15.3,26.12,0.22,41.87,23.88
2049,15.31,25.96,0.19,41.7,23.98
2050,16.48,27.43,0.2,44.35,22.55
2051,14.54,26.76,0.21,41.75,23.95
2052,17.9,26.22,0.2,44.53,22.46
2053,15.3,24.39,0.2,40.13,24.92
2054,15.77,24.89,0.22,41.11,24.32
2055,14.67,27.33,0.21,42.46,23.55
2056,17.09,24.78,0.23,42.39,23.59
2057,14.9,23.48,0.19,38.78,25.79
2058,15.44,24.83,0.19,40.67,24.59
2059,14.58,26.85,0.22,41.92,23.85
2060,21.4,28.75,0.7,51.25,19.51
2061,29.78,25.1,0.64,55.85,17.9
2062,17.25,25.69,0.68,43.98,22.74
2063,15.81,27.9,0.64,44.7,22.37
2064,16.98,26.64,0.21,44.08,22.69
2065,16.35,25.48,0.59,42.77,23.38
2066,17.32,26.13,0.68,44.49,22.48
2067,15.83,27.84,0.68,44.72,22.36
2068,20.01,27.29,0.64,48.3,20.71
2069,14.91,24.7,0.19,40.03,24.98
2070,16.34,26.38,0.56,43.62,22.92
2071,17.24,30.26,0.58,48.42,20.65
2072,20.04,32.24,0.59,53.23,18.79
2073,16.64,26.56,0.66,44.23,22.61
2074,17.74,28.81,0.64,47.56,21.02
2075,16.7,30.12,0.57,47.74,20.95
2076,19.27,27.83,0.62,48.08,20.8
2077,16.18,26.04,0.56,43.12,23.19
2078,17.68,26.25,0.57,44.84,22.3
2079,14.29,27.6,0.19,42.31,23.63
2080,17.73,28.6,0.58,47.28,21.15
2081,15.73,26.72,0.2,42.89,23.32
2082,17.39,25.58,0.2,43.41,23.04
2083,16.73,28.68,0.6,46.35,21.57
2084,17.21,26.7,0.19,44.31,22.57
2085,16.32,24.4,0.86,42.0,23.81
2086,16.87,26.99,0.56,44.76,22.34
2087,15.63,27.54,0.6,44.14,22.65
2088,19.32,30.8,0.62,51.11,19.56
2089,17.06,28.19,0.64,46.25,21.62
2090,18.64,31.7,0.33,51.23,19.52
2091,14.48,27.32,0.22,42.26,23.66
2092,15.22,26.18,0.21,41.85,23.89
2093,14.8,24.63,0.25,39.95,25.03
2094,16.54,25.78,0.63,43.4,23.04
2095,15.65,28.67,0.67,45.34,22.06
2096,17.19,27.76,0.58,45.95,21.76
2097,16.01,24.72,0.57,41.7,23.98
2098,17.91,26.83,0.74,45.85,21.81
2099,15.83,28.24,0.69,45.1,22.17
2100,17.79,28.01,0.76,47.02,21.27
2101,15.95,24.76,0.59,41.67,24.0
2102,16.24,25.88,0.7,43.22,23.14
2103,16.45,30.22,0.96,48.19,20.75
2104,19.13,31.03,0.95,51.54,19.4
2105,17.08,33.92,1.43,53.2,18.8
2106,19.04,26.34,0.91,46.75,21.39
2107,15.69,28.11,0.58,44.85,22.3
2108,17.21,27.28,0.61,45.45,22.0
2109,16.27,25.14,0.62,42.39,23.59
2110,16.59,26.62,0.57,44.14,22.65
2111,16.02,27.14,0.62,44.15,22.65
2112,27.23,38.27,1.08,67.21,14.88
2113,30.56,36.54,1.28,69.07,14.48
2114,30.98,36.06,1.02,68.68,14.56
2115,30.62,50.58,0.97,82.7,12.09
2116,34.25,47.41,1.33,83.65,11.95
2117,35.73,39.02,1.05,76.44,13.08
2118,34.93,36.16,0.88,72.48,13.8
2119,31.43,47.85,0.88,80.67,12.4
2120,30.93,40.36,0.82,72.63,13.77
2121,27.85,36.69,0.32,65.3,15.31
2122,35.87,38.28,1.26,76.11,13.14
2123,28.78,45.88,0.34,75.49,13.25
2124,33.79,45.85,1.02,81.32,12.3
2125,32.05,37.94,0.91,71.47,13.99
2126,34.05,45.31,1.95,81.88,12.21
2127,36.14,44.85,0.98,82.66,12.1
2128,26.42,45.93,2.21,75.27,13.29
2129,20.15,41.23,0.34,62.21,16.07
2130,17.0,41.09,0.37,58.97,16.96
2131,26.09,36.53,0.36,63.45,15.76
2132,35.42,39.05,0.35,75.3,13.28
2133,20.52,43.53,0.34,64.9,15.41
2134,15.66,38.37,0.31,54.77,18.26
2135,24.92,35.46,0.36,61.28,16.32
2136,33.12,42.17,0.35,76.12,13.14
2137,15.45,26.68,0.24,42.61,23.47
2138,16.36,26.11,0.22,42.95,23.28
2139,17.72,28.68,0.21,46.84,21.35
2140,15.65,26.22,0.19,42.27,23.66
2141,16.55,25.52,0.2,42.5,23.53
2142,15.56,23.45,0.23,39.48,25.33
2143,18.09,25.75,0.21,44.27,22.59
2144,14.82,24.24,0.21,39.52,25.31
2145,17.38,23.17,0.21,41.02,24.38
2146,15.07,24.48,0.21,40.0,25.0
2147,19.6,28.6,0.24,48.68,20.54
2148,14.99,24.22,0.22,39.67,25.21
2149,16.42,22.62,0.2,39.48,25.33
2150,14.99,23.2,0.22,38.65,25.87
2151,16.25,27.87,0.23,44.6,22.42
2152,14.92,27.35,0.28,42.95,23.28
2153,15.25,24.75,0.22,40.47,24.71
2154,16.79,23.94,0.23,41.22,24.26
2155,18.89,27.54,0.21,46.87,21.34
2156,16.62,26.27,0.67,43.93,22.76
2157,18.13,26.77,0.25,45.4,22.02
2158,15.81,26.29,0.23,42.57,23.49
2159,17.02,29.03,0.22,46.52,21.49
2160,17.31,25.4,0.7,43.78,22.84
2161,17.09,25.03,0.3,42.87,23.33
2162,15.35,25.37,0.22,41.16,24.29
2163,14.98,28.48,0.26,43.98,22.74
2164,16.09,27.26,0.24,43.83,22.81
2165,16.38,25.24,0.23,42.09,23.76
2166,15.82,25.64,0.22,41.93,23.85
2167,17.53,28.41,0.24,46.42,21.54
2168,22.11,26.44,0.26,49.08,20.38
2169,16.88,26.18,0.24,43.54,22.97
2170,17.21,24.74,0.66,43.0,23.25
2171,19.08,28.84,0.68,48.94,20.43
2172,17.52,25.65,0.95,44.58,22.43
2173,17.62,25.06,0.77,43.84,22.81
2174,16.03,25.2,0.73,42.41,23.58
2175,19.45,30.78,0.98,51.69,19.35
2176,18.12,28.52,0.9,47.99,20.84
2177,17.6,25.8,0.71,44.48,22.48
2178,16.8,25.74,0.9,43.92,22.77
2179,18.79,26.78,0.62,46.54,21.49
2180,16.88,27.31,0.9,45.56,21.95
2181,17.87,27.31,1.5,47.44,21.08
2182,16.28,30.82,1.55,49.4,20.24
2183,16.48,28.75,0.65,46.22,21.64
2184,16.65,26.0,0.68,43.73,22.87
2185,18.84,26.82,1.07,47.23,21.17
2186,17.38,25.38,0.94,44.12,22.67
2187,18.04,29.78,0.89,49.16,20.34
2188,18.24,27.84,0.96,47.52,21.05
2189,17.65,28.32,1.0,47.43,21.09
2190,16.35,27.26,0.78,44.75,22.34
2191,16.97,28.8,0.78,46.91,21.32
2192,16.67,26.57,0.64,44.26,22.59
2193,17.94,26.01,0.65,44.99,22.23
2194,16.87,26.82,0.7,44.76,22.34
2195,19.94,28.75,0.64,49.74,20.1
2196,16.61,25.89,0.69,43.56,22.96
2197,16.54,39.04,1.08,57.24,17.47
2198,16.26,25.65,0.65,42.96,23.28
2199,22.43,28.7,0.66,52.17,19.17
2200,17.33,28.16,0.98,46.99,21.28
2201,16.6,24.0,0.7,41.77,23.94
2202,16.44,23.41,0.71,40.96,24.41
2203,18.05,31.44,0.75,50.6,19.76
2204,17.01,26.09,0.91,44.44,22.5
2205,18.14,26.38,0.67,45.6,21.93
2206,16.87,27.27,0.93,45.53,21.96
2207,17.09,27.6,0.91,46.06,21.71
2208,16.81,26.75,0.87,44.89,22.28
2209,18.3,26.35,0.93,46.0,21.74
2210,17.19,25.39,0.95,43.95,22.75
2211,16.16,27.46,0.65,44.64,22.4
2212,16.85,39.29,1.49,58.19,17.19
2213,17.05,24.75,0.59,42.76,23.38
2214,17.68,25.77,0.58,44.42,22.51
2215,20.95,27.05,0.87,49.39,20.25
2216,17.56,28.02,0.63,46.59,21.46
2217,18.53,27.68,0.68,47.23,21.17
2218,16.2,24.53,0.6,41.7,23.98
2219,16.56,30.6,0.72,48.28,20.71
2220,16.59,26.86,0.56,44.37,22.54
2221,17.91,26.74,0.63,45.76,21.85
2222,17.04,24.26,0.61,42.27,23.66
2223,19.19,27.86,0.98,48.56,20.59
2224,16.02,26.38,0.72,43.49,23.0
2225,17.41,27.62,0.85,46.31,21.6
2226,16.21,23.83,0.73,41.16,24.29
2227,18.21,35.77,1.01,55.59,17.99
2228,16.35,24.93,0.58,42.2,23.7
2229,18.5,30.21,1.0,50.21,19.92
2230,16.02,24.96,0.56,41.9,23.87
2231,20.3,31.44,0.86,53.02,18.86
2232,16.53,26.15,0.88,44.0,22.73
2233,16.86,25.49,0.92,43.86,22.8
2234,18.57,26.63,1.17,46.93,21.31
2235,19.0,31.14,0.79,51.35,19.47
2236,17.86,26.2,0.83,45.31,22.07
2237,18.31,26.25,0.87,45.89,21.79
2238,17.56,25.61,0.57,44.2,22.62
2239,18.52,30.27,1.16,50.49,19.81
2240,16.75,26.38,1.03,44.69,22.38
2241,18.34,27.56,0.9,47.23,21.17
2242,16.52,36.52,0.89,54.43,18.37
2243,17.68,29.3,0.9,48.33,20.69
2244,18.66,25.55,0.87,45.52,21.97
2245,17.66,26.51,1.18,45.89,21.79
2246,16.75,25.56,1.02,43.85,22.81
2247,18.7,27.78,1.08,48.08,20.8
2248,15.63,32.02,1.17,49.37,20.25
2249,16.9,29.39,1.05,47.95,20.86
2250,17.28,27.16,1.0,45.94,21.77
2251,17.95,26.79,1.07,46.32,21.59
2252,16.14,24.65,0.84,42.09,23.76
2253,19.2,31.27,1.18,52.18,19.16
2254,16.98,27.38,1.04,45.95,21.76
2255,18.52,27.19,1.15,47.48,21.06
2256,17.32,25.69,1.27,44.88,22.28
2257,21.08,38.96,1.94,62.82,15.92
2258,19.39,28.02,1.12,49.06,20.38
2259,18.54,27.68,1.2,48.03,20.82
2260,17.38,26.37,0.84,45.03,22.21
2261,18.62,30.77,1.03,50.85,19.66
2262,17.96,30.27,1.37,50.26,19.9
2263,17.04,26.85,0.97,45.41,22.02
2264,17.82,27.38,0.92,46.57,21.47
2265,19.97,30.65,1.02,52.2,19.16
2266,17.59,25.79,0.83,44.63,22.4
2267,17.49,26.3,1.07,45.42,22.02
2268,17.46,24.91,0.83,43.63,22.92
2269,18.15,29.98,0.81,49.42,20.23
2270,16.93,35.34,1.42,54.45,18.36
2271,21.31,27.51,1.17,50.61,19.76
2272,16.88,26.85,0.84,45.0,22.22
2273,20.5,31.1,0.92,53.05,18.85
2274,16.58,28.2,0.97,46.3,21.6
2275,26.46,26.17,0.78,53.85,18.57
2276,16.78,27.05,0.84,45.11,22.17
2277,17.23,28.98,0.88,47.53,21.04
2278,16.72,28.56,0.9,46.65,21.44
2279,20.01,26.4,1.34,48.44,20.64
2280,19.26,46.7,1.44,68.18,14.67
2281,31.07,39.06,0.96,71.61,13.96
2282,32.59,38.3,1.26,72.81,13.74
2283,41.23,39.33,1.26,82.51,12.12
2284,16.6,37.77,1.16,56.24,17.78
2285,35.73,34.58,0.9,71.78,13.93
2286,20.35,37.72,1.23,59.95,16.68
2287,32.26,34.48,0.89,68.22,14.66
2288,15.16,37.67,0.8,54.18,18.46
2289,31.54,41.98,1.29,75.48,13.25
2290,28.62,38.44,0.97,68.62,14.57
2291,17.1,34.01,0.84,52.52,19.04
2292,29.12,34.31,0.93,64.95,15.4
2293,30.71,46.03,0.93,78.23,12.78
2294,31.56,37.84,0.93,70.95,14.1
2295,30.38,37.53,0.29,68.57,14.58
2296,33.81,36.35,0.89,71.59,13.97
2297,34.74,43.0,1.04,79.41,12.59
2298,24.25,44.89,0.35,70.03,14.28
2299,32.55,38.08,1.25,72.56,13.78
2300,31.28,36.47,1.0,69.35,14.42
2301,38.91,45.38,0.97,85.86,11.65
2302,41.06,51.03,1.1,93.84,10.66
2303,26.56,61.26,1.14,89.67,11.15
2304,21.32,27.04,0.7,49.5,20.2
2305,16.44,28.67,0.73,46.19,21.65
2306,17.08,28.92,0.73,47.1,21.23
2307,18.47,28.26,0.72,47.83,20.91
2308,20.19,26.88,0.94,48.44,20.64
2309,17.18,29.99,0.66,48.21,20.74
2310,17.72,28.0,0.66,46.73,21.4
2311,16.71,25.91,0.67,43.7,22.88
2312,18.35,26.61,0.64,46.04,21.72
2313,16.38,27.79,0.73,45.25,22.1
2314,18.26,29.3,0.71,48.63,20.56
2315,19.64,28.04,0.65,48.73,20.52
2316,19.91,28.92,0.65,49.86,20.05
2317,16.75,42.61,1.16,61.08,16.37
2318,18.48,30.75,0.78,50.41,19.84
2319,17.38,26.16,1.16,45.25,22.1
2320,19.88,24.56,1.01,45.88,21.8
2321,16.64,29.93,1.18,48.31,20.7
2322,17.64,27.38,0.69,46.1,21.69
2323,17.64,25.94,0.7,44.67,22.39
2324,18.45,26.37,1.04,46.36,21.57
2325,16.56,27.31,0.94,45.24,22.1
2326,17.85,26.93,1.22,46.54,21.49
2327,16.75,26.78,1.12,45.2,22.12
2328,21.84,34.13,1.39,58.09,17.22
2329,17.16,27.92,0.75,46.21,21.64
2330,16.66,29.94,0.71,47.69,20.97
2331,18.86,27.43,1.64,48.78,20.5
2332,22.16,33.13,1.24,57.23,17.47
2333,16.31,26.71,0.89,44.38,22.53
2334,19.11,29.41,0.99,49.99,20.0
2335,18.32,26.92,0.94,46.69,21.42
2336,23.76,25.18,0.84,50.24,19.9
2337,16.54,28.79,0.7,46.39,21.56
2338,17.0,25.07,0.68,43.09,23.21
2339,17.26,25.61,0.92,44.22,22.61
2340,20.38,25.24,0.69,46.73,21.4
2341,16.92,28.51,0.68,46.44,21.53
2342,23.25,27.2,0.99,52.02,19.22
2343,17.05,25.91,1.11,44.59,22.43
2344,20.19,27.5,1.45,49.83,20.07
2345,16.57,28.24,1.1,46.43,21.54
2346,34.08,28.05,0.9,63.44,15.76
2347,16.84,26.12,0.88,44.26,22.59
2348,19.38,25.87,0.87,46.54,21.49
2349,16.28,28.04,0.93,45.67,21.9
2350,18.88,28.6,0.57,48.42,20.65
2351,16.71,28.49,0.96,46.72,21.4
2352,16.36,27.24,0.65,44.65,22.4
2353,17.18,27.4,0.57,45.52,21.97
2354,21.04,26.37,0.64,48.41,20.66
2355,17.19,25.95,0.59,44.11,22.67
2356,17.41,26.65,0.58,45.01,22.22
2357,23.56,27.85,0.63,52.4,19.08
2358,19.58,27.73,0.7,48.43,20.65
2359,16.41,28.45,0.7,45.97,21.75
2360,21.08,41.75,0.66,63.95,15.64
2361,16.05,26.89,0.75,44.09,22.68
2362,16.67,27.8,0.91,45.81,21.83
2363,16.94,25.05,0.86,43.27,23.11
2364,17.5,25.04,1.06,44.12,22.67
2365,16.05,28.59,0.88,46.07,21.71
2366,16.37,25.75,0.77,43.31,23.09
2367,17.3,24.16,0.95,42.93,23.29
2368,18.08,24.44,0.81,43.79,22.84
2369,16.17,27.24,0.83,44.68,22.38
2370,20.88,26.52,1.47,49.55,20.18
2371,16.52,26.22,1.07,44.35,22.55
2372,22.19,27.14,1.21,51.18,19.54
2373,17.48,27.56,1.04,46.61,21.46
2374,19.89,27.17,1.28,49.01,20.41
2375,17.14,36.95,1.86,56.65,17.65
2376,19.95,26.79,1.69,49.21,20.32
2377,18.97,29.78,1.32,50.76,19.7
2378,19.93,26.92,1.57,49.17,20.34
2379,17.33,25.73,1.43,45.16,22.14
2380,18.32,24.82,1.73,45.67,21.9
2381,16.6,26.45,1.25,44.88,22.28
2382,18.34,26.74,1.6,47.39,21.1
2383,16.9,24.78,1.49,43.84,22.81
2384,19.27,34.93,2.61,58.08,17.22
2385,18.13,28.58,1.75,49.19,20.33
2386,17.21,26.16,1.44,45.48,21.99
2387,17.72,25.37,1.84,45.75,21.86
2388,22.8,27.92,1.52,52.9,18.9
2389,16.83,27.72,1.29,46.42,21.54
2390,19.87,26.26,1.33,48.13,20.77
2391,17.46,25.82,1.45,45.39,22.03
2392,18.7,25.47,1.5,46.34,21.58
2393,17.31,27.64,1.71,47.32,21.13
2394,18.12,25.87,1.7,46.47,21.52
2395,17.11,26.33,1.57,45.68,21.89
2396,18.79,25.56,1.6,46.67,21.43
2397,16.55,27.16,1.29,45.59,21.93
2398,17.45,26.28,1.1,45.34,22.05
2399,17.06,27.62,1.62,47.09,21.24
2400,19.21,29.07,1.58,50.54,19.78
2401,18.52,27.5,1.94,48.8,20.49
2402,19.89,28.05,2.66,51.71,19.34
2403,17.88,28.08,1.78,48.5,20.62
2404,24.61,31.86,2.0,59.38,16.84
2405,17.09,36.83,1.67,56.36,17.74
2406,18.19,31.05,2.65,52.96,18.88
2407,19.32,25.45,1.73,47.24,21.17
2408,18.85,26.26,1.64,47.5,21.05
2409,17.02,27.43,2.02,47.22,21.18
2410,18.04,27.9,1.68,48.43,20.65
2411,18.06,25.97,1.49,46.21,21.64
2412,19.75,27.46,2.18,50.49,19.81
2413,18.09,27.1,1.27,47.05,21.26
2414,17.83,28.25,1.29,48.0,20.83
2415,16.85,25.42,1.27,44.13,22.66
2416,20.86,26.1,1.02,48.49,20.62
2417,16.27,25.86,1.31,44.01,22.72
2418,16.63,32.86,2.18,52.69,18.98
2419,16.39,25.9,1.18,44.09,22.68
2420,19.13,25.81,1.07,46.51,21.5
2421,16.67,27.5,1.53,46.45,21.53
2422,19.26,25.78,1.22,46.82,21.36
2423,16.58,25.39,0.98,43.5,22.99
2424,19.4,25.23,1.18,46.39,21.55
2425,16.21,26.53,1.2,44.52,22.46
2426,20.58,25.19,1.22,47.56,21.02
2427,17.06,24.16,1.2,43.01,23.25
2428,21.09,25.16,1.21,48.06,20.81
2429,16.43,26.59,1.22,44.79,22.32
2430,18.33,24.11,0.58,43.37,23.06
2431,16.82,26.21,1.12,44.68,22.38
2432,17.19,24.61,0.73,42.97,23.27
2433,15.84,38.23,0.99,55.67,17.96
2434,16.72,24.46,0.53,42.05,23.78
2435,16.36,25.41,1.01,43.3,23.09
2436,16.43,25.11,1.1,43.15,23.17
2437,16.54,26.95,0.98,44.97,22.24
2438,20.86,26.25,1.68,49.49,20.21
2439,15.67,23.35,0.61,39.98,25.01
2440,16.35,23.81,0.61,41.12,24.32
2441,15.39,27.59,0.23,43.42,23.03
2442,15.78,26.83,0.26,43.12,23.19
2443,15.96,23.62,0.61,40.54,24.67
2444,20.65,24.51,0.63,46.15,21.67
2445,21.46,39.34,0.94,62.37,16.03
2446,18.54,35.99,0.36,55.38,18.06
2447,31.41,38.68,1.07,71.83,13.92
2448,37.91,35.54,0.84,74.84,13.36
2449,30.7,36.7,0.85,68.79,14.54
2450,31.03,37.68,0.3,69.44,14.4
2451,32.61,33.06,1.21,67.53,14.81
2452,29.75,34.34,0.93,65.57,15.25
2453,33.55,41.1,0.9,76.1,13.14
2454,33.79,40.84,1.26,76.54,13.06
2455,31.54,38.44,1.23,71.91,13.91
2456,19.45,35.97,1.21,57.31,17.45
2457,32.47,45.76,1.2,80.13,12.48
2458,30.07,39.96,2.44,73.29,13.64
2459,32.08,36.76,0.86,70.21,14.24
2460,33.04,36.46,1.19,71.38,14.01
2461,29.94,47.37,1.46,79.52,12.58
